publication, user, type, topic, publication_description, quality, num_likes, num_comments, num_share, date, users_tagged
1164,511,Image,Sports,Visitors watching the Camp Nou,0.9180214954542792,26,8,8,85,3
1165,574,Image,Music Artist,Viñarock tickets,0.5206958240233264,5,3,3,85,1
1166,403,Image,TV show,Dog watching the TV,0.26356055962532754,2,0,0,85,1
1167,372,Image,Animals,Elephant walking,0.8411398190442363,4,1,1,85,2
1168,868,Text,Music Artist,Listening queen on the bed,0.37287463931783305,3,2,1,86,3
1169,915,Image,Sports,Visitors watching the Camp Nou,0.5397903373546098,3,1,1,86,6
1170,144,Image,TV show,The Great British Baking Show,0.3617544917258,3,1,1,86,6
1171,790,Text,News and present,COVID-19 vaccines available to all,0.9669336924939514,8,3,1,86,4
1172,800,Image,Music Artist,Piano classes academy,0.7919408014337003,12,4,3,86,6
1173,584,Image,Animals,Brown cat jumping,0.57265055382641,5,1,0,86,7
1174,496,Image,TV show,Black Batman costume,0.06672728988215915,0,0,0,86,7
1175,781,Image,Music Artist,Piano classes academy,0.0422631795731826,1,0,0,86,0
1176,688,Image,Drink Brand,Heineken advertisement,0.7992065922652346,8,2,1,86,2
1177,892,Image,Music Artist,Family singing,0.1026268178357933,0,0,0,86,6
1178,157,Video,Music Artist,Family singing,0.7058644111169649,23,7,4,86,3
1179,788,Video,Animals,Cat eating,0.7127248473296957,5,2,1,86,5
1180,999,Image,TV show,Watching the TV having dinner,0.877505822843235,0,0,0,86,2
1181,888,Image,Sports,Palau Blaugrana show,0.22115311557950434,3,1,0,87,6
1182,815,Image,Animals,Brown cat jumping,0.9814574036279021,13,6,3,87,2
1183,203,Video,Music Artist,Viñarock tickets,0.48265883190177394,8,3,2,87,9
1184,405,Video,TV show,Breaking bad scene,0.1415147053238056,1,0,0,87,6
1185,776,Video,TV show,Family going to the cinema,0.666847122995796,16,4,3,87,7
1186,91,Video,Sports,Mbappe coming to Madrid,0.7400537572414091,8,3,0,87,8
1187,962,Text,Animals,Rabbit sleeping,0.7608190015290179,11,5,4,87,1
1188,662,Image,Travels,Having dinner on the tower of Pisa,0.24899808785707667,1,1,0,87,7
1189,133,Image,Food,Turkish doner kebab,0.025022622745024425,0,0,0,87,5
1190,401,Video,TV show,Dog watching the TV,0.8694106597988452,16,3,3,87,9
1191,336,Image,Animals,Brown cat jumping,0.19788037108486933,1,0,0,87,7
1192,285,Image,Music Artist,Boy and girl dancing,0.3224248456408927,2,0,0,87,6
1193,424,Text,TV show,Black Batman costume,0.8200552028852666,13,7,3,87,5
1194,789,Image,Sports,Kid watching champions league on mobile phone,0.3246572023912747,2,1,1,87,0
1195,614,Image,TV show,Arcane breaking rankings,0.9465385653168148,11,5,4,87,8
1196,184,Image,Music Artist,AC/DC playing the guitar,0.7413289016096613,20,12,10,87,9
1197,254,Text,Music Artist,Pink Floyd doing a talk,0.627531301062354,18,8,6,87,9
1198,943,Image,Music Artist,Driving a car with music,0.9054137254201503,9,2,2,87,6
1199,729,Video,News and present,The first malaria vaccine,0.22685277766822654,1,0,0,87,6
1200,534,Image,Sports,Watching football on the TV,0.2780666597469039,1,0,0,88,3
1201,284,Image,Sports,Family running on the beach,0.5293665611223566,14,1,1,88,0
1202,683,Text,TV show,The Great British Baking Show,0.9868857877097886,8,6,4,88,4
1203,842,Text,Music Artist,Rap battle on the street,0.9317144912203624,7,2,1,88,6
1204,717,Text,Sports,Lakers vs Miami match,0.1575369651363343,0,0,0,88,3
1205,132,Video,Music Artist,Listening queen on the bed,0.12138033165617879,1,0,0,88,6
1206,350,Image,Music Artist,Viñarock tickets,0.03980655041987402,1,0,0,88,1
1207,929,Video,TV show,Tv comedy,0.5530491083020297,1,0,0,88,1
1208,835,Image,News and present,Fight for women,0.6964481741169408,2,0,0,88,6
1209,638,Image,Animals,Human playing with his dog,0.8327775388874511,16,6,4,88,8
1210,408,Image,Sports,Lakers vs Miami match,0.10172729817458859,1,0,0,88,0
1211,914,Video,Music Artist,Michael Jackson dancing,0.7982897479745895,17,7,5,91,4
1212,183,Text,Music Artist,Listening queen on the bed,0.01141758734827003,1,0,0,91,5
1213,342,Image,Sports,Mbappe coming to Madrid,0.37081342736596146,4,0,0,91,6
1214,547,Image,TV show,Family going to the cinema,0.7319912427983836,10,2,1,91,8
1215,703,Video,Music Artist,Family singing,0.229068008664143,2,0,0,91,1
1216,543,Text,News and present,COVID-19 vaccines available to all,0.48305196603598777,5,0,0,92,5
1217,822,Image,Animals,Cat raising her cats,0.1708688258440778,0,0,0,92,4
1218,152,Text,Animals,Grey cat jumping,0.028329561700178196,0,0,0,92,2
1219,849,Image,Sports,Tokio Olympic games,0.19328308806162375,0,0,0,92,5
1220,710,Text,Food,Coca-Cola factory visitors,0.0428624529414543,0,0,0,92,4
1221,377,Text,TV show,Arcane breaking rankings,0.08288964152149947,0,0,0,92,7
1222,262,Video,TV show,The Great British Baking Show,0.13347305690107236,0,0,0,92,8
1223,570,Text,Food,Egyptian Cuisine program,0.0507777971425295,0,0,0,92,10
1224,58,Image,Food,Workers picking coffee,0.028490401466366944,0,0,0,92,9
1225,653,Video,Sports,Family running on the beach,0.25752250714359426,2,1,1,92,7
1226,187,Image,Animals,Human playing with his dog,0.8407376564420481,36,7,7,92,5
1227,817,Image,TV show,Tv comedy,0.5642050638096215,6,3,2,92,5
1228,832,Video,Music Artist,Boy and girl dancing,0.8285151231153395,9,1,1,92,6
1229,175,Video,Music Artist,Elvis Presley show,0.7319714355393745,5,2,1,92,4
1230,711,Image,Sports,Palau Blaugrana show,0.9119703916593339,14,5,4,92,2
1231,953,Image,Music Artist,1M of assistants in a concert,0.01539474483563541,0,0,0,92,8
1232,248,Image,Computer games,Computer games shop,0.8782153169681548,10,5,5,92,5
1233,189,Image,TV show,Almodovar on the Oscars gala,0.8063109406253735,27,10,4,93,3
1234,269,Text,Sports,Kid watching champions league on mobile phone,0.49716070341202834,4,0,0,93,5
1235,400,Image,Food,McDonald’s burger and sauces,0.49739846445016356,1,0,0,93,5
1236,92,Text,TV show,Kid watching Better Call Saul,0.9533590527181941,12,2,1,93,4
1237,708,Image,Music Artist,Led Zeppelin singing,0.14275180963524903,2,1,1,93,1
1238,725,Video,Sports,Watching football on the TV,0.03620447311869912,0,0,0,93,3
1239,275,Image,TV show,The Great British Baking Show,0.3376082549566791,1,0,0,93,10
1240,309,Text,Food,McDonald’s burger and sauces,0.18544585376973566,1,0,0,93,7
1241,177,Image,Sports,Kid watching champions league on mobile phone,0.9538808544175634,16,5,4,93,1
1242,684,Image,Music Artist,Led Zeppelin singing,0.35157627915121936,1,0,0,93,6
1243,361,Image,TV show,The Great British Baking Show,0.8646727453581113,20,5,5,93,1
1244,57,Image,Music Artist,AC/DC playing the guitar,0.0341783272685815,1,0,0,93,2
1245,680,Video,Music Artist,Listening queen on the bed,0.7465822752427712,13,5,4,93,0
1246,175,Text,TV show,Almodovar on the Oscars gala,0.042021497108784,0,0,0,93,4
1247,525,Image,Music Artist,Listening queen on the bed,0.1898049613654772,1,0,0,93,6
1248,669,Image,Music Artist,Boy and girl dancing,0.19554593162059308,1,1,1,93,1
1249,578,Image,Computer games,Ibai Llanos streaming,0.5231918720491652,9,3,1,93,6
1250,179,Image,TV show,Family going to the cinema,0.4376800760889922,1,0,0,93,1
1251,538,Image,Animals,Dog raising her dogs,0.15181348990444687,1,1,1,93,7
1252,883,Image,Music Artist,Family singing,0.6906284587190826,15,7,5,93,6
1253,553,Text,Music Artist,1M of assistants in a concert,0.9608858691166948,20,5,4,93,4
1254,199,Image,News and present,The US Capitol riots,0.6999834039671737,15,1,1,93,7
1255,412,Video,TV show,Tv comedy,0.1556691748904928,0,0,0,93,5
1256,603,Video,Music Artist,Viñarock tickets,0.6853228400292778,9,4,3,94,3
1257,773,Video,Music Artist,AC/DC playing the guitar,0.5762004349835099,3,0,0,94,8
1258,244,Image,Food,Egyptian Cuisine program,0.15051260068062888,3,0,0,94,5
1259,763,Image,TV show,Breaking bad scene,0.653849223068572,6,3,2,94,4
1260,683,Image,TV show,Arcane breaking rankings,0.08081635608629578,0,0,0,94,8
1261,58,Image,Sports,Cat playing football,0.031947379754949434,0,0,0,94,4
1262,108,Image,Sports,Visitors watching the Camp Nou,0.9402643661553025,19,6,4,94,5
1263,955,Image,Computer games,Auronplay playing Minecraft,0.6890288969747238,4,1,0,94,1
1264,587,Video,TV show,Arcane breaking rankings,0.12189528110841719,0,0,0,94,7
1265,862,Video,Food,Italian pizza with cheese,0.5680621054947763,4,0,0,94,2
1266,646,Image,TV show,Arcane breaking rankings,0.9584409367188897,16,5,3,94,1
1267,879,Image,Sports,Tokio Olympic games,0.3926552081588649,1,0,0,94,5
1268,362,Video,Animals,Humans visiting the zoo,0.8043057344888603,11,5,3,94,6
1269,419,Image,TV show,Almodovar on the Oscars gala,0.8726033742822435,16,8,7,94,2
1270,607,Image,Sports,Watching football on the TV,0.22135959932667648,1,0,0,95,5
1271,156,Text,Music Artist,Rap battle on the street,0.07426480041348837,0,0,0,95,6
1272,943,Video,TV show,Dog watching the TV,0.08672694834459693,0,0,0,95,3
1273,87,Image,Computer games,Auronplay playing Minecraft,0.10769261080497095,1,0,0,96,4
1274,631,Text,Sports,Kid playing tennis,0.34687744398350673,1,0,0,96,5
1275,964,Image,TV show,Black Batman costume,0.9621805613869718,7,1,1,96,6
1276,959,Video,News and present,Tornadoes ravage central U.S.,0.149621881724188,0,0,0,96,3
1277,353,Image,Sports,Tokio Olympic games,0.18125668565996933,0,0,0,96,3
1278,626,Image,TV show,Arcane breaking rankings,0.09811057004652246,0,0,0,96,7
1279,701,Image,Sports,Playing paddle,0.8417414127043866,20,7,7,96,6
1280,499,Video,News and present,The billionaire space race,0.39741399440488656,1,0,0,96,6
1281,447,Image,News and present,Fight for women,0.17271568099726786,0,0,0,96,7
1282,5,Video,TV show,Arcane breaking rankings,0.15901730114968404,0,0,0,96,8
1283,822,Text,Animals,Giraffe smiling,0.6206211738467399,9,1,1,96,1
1284,946,Video,Sports,Tokio Olympic games,0.9572115775510447,14,7,4,96,8
1285,862,Video,Food,Chorizo a la sidra,0.4922711443896276,3,2,2,96,7
1286,466,Image,Music Artist,Driving a car with music,0.006375905174586971,0,0,0,96,2
1287,793,Video,Drink Brand,Kid drinking Coca-Cola,0.8192082580240242,9,0,0,96,4
1288,501,Image,Animals,Human touching his cat,0.03188408276676713,0,0,0,96,6
1289,738,Text,TV show,Almodovar on the Oscars gala,0.8008089771111625,10,4,3,96,6
1290,284,Image,Animals,Cat eating,0.20844040755485282,3,0,0,96,1
1291,494,Text,Music Artist,Driving a car with music,0.6969078104587768,5,1,1,97,7
1292,339,Image,Animals,Dog sleeping in bed,0.8045051152170154,9,2,1,97,3
1293,423,Text,Computer games,Auronplay playing Minecraft,0.5802704185701212,8,4,2,97,9
1294,886,Image,Music Artist,AC/DC playing the guitar,0.5043343140464266,3,0,0,97,4
1295,851,Text,Music Artist,1M of assistants in a concert,0.22146173356568277,1,1,1,97,8
1296,255,Video,Animals,Happy cat playing with a ball,0.8612470705935183,31,14,11,97,6
1297,512,Image,Music Artist,Family singing,0.04484115630253371,1,1,1,97,0
1298,816,Image,Sports,Playing paddle,0.3784162512731615,3,2,1,97,1
1299,518,Video,Animals,Cat raising her cats,0.329768994422581,1,1,0,97,2
1300,201,Image,Computer games,Play store menu,0.6236866170583144,11,4,2,97,4
1301,801,Image,TV show,The Great British Baking Show,0.5714453911538656,4,1,0,97,5
1302,167,Image,Music Artist,Driving a car with music,0.2658965974046662,3,1,1,97,1
1303,306,Image,TV show,Family going to the cinema,0.7219810425231575,12,4,3,97,9
1304,457,Image,Food,Cheese fondue in Switzerland,0.8124130869101531,7,0,0,97,6
1305,655,Image,News and present,COVID-19 vaccines available to all,0.4546692476238944,3,1,0,97,4
1306,983,Video,TV show,Almodovar on the Oscars gala,0.7477813506438193,4,2,2,97,3
1307,645,Video,Sports,Kid watching champions league on mobile phone,0.35278100951494595,1,0,0,97,4
1308,590,Text,Sports,Kid playing tennis,0.6920087338937885,13,4,4,98,8
1309,265,Text,TV show,Dog watching the TV,0.5529482519271028,3,0,0,99,9
1310,633,Text,News and present,Mental health,0.9238548850424653,25,10,9,99,4
1311,949,Image,Sports,Cat playing football,0.46820138344350404,5,1,1,99,2
1312,734,Image,TV show,Breaking bad scene,0.29925308022386665,3,1,1,99,3
1313,21,Video,Music Artist,Viñarock tickets,0.5799289102240032,9,3,3,99,1
1314,502,Image,TV show,Black Batman costume,0.11106061358331587,0,0,0,99,3
1315,369,Image,TV show,Almodovar on the Oscars gala,0.4801060167641189,6,1,1,99,7
1316,113,Text,Music Artist,Driving a car with music,0.12939531696404816,0,0,0,99,6
1317,118,Image,TV show,Watching the TV having dinner,0.42688833358178857,2,1,1,99,1
1318,641,Text,TV show,Breaking bad scene,0.15330118915505597,0,0,0,99,2
1319,173,Image,TV show,Almodovar on the Oscars gala,0.833537958604739,25,9,8,99,4
1320,70,Image,Sports,Lakers vs Miami match,0.637488294362299,11,1,0,100,8
1321,754,Image,Music Artist,Piano classes academy,0.9991491790747812,37,14,11,101,2
1322,507,Text,Animals,Elephant walking,0.2518789735403101,0,0,0,101,3
1323,304,Image,TV show,Kid watching Better Call Saul,0.23393390411406134,0,0,0,101,3
1324,546,Text,TV show,Breaking bad scene,0.7479414617731659,9,2,1,101,3
1325,480,Video,TV show,Family going to the cinema,0.5129478735590255,6,1,1,101,6
1326,730,Image,Music Artist,Viñarock tickets,0.5340583641508638,5,1,0,101,4
1327,783,Image,Sports,Lakers vs Miami match,0.8764049721234732,13,6,3,101,5
1328,647,Video,News and present,The billionaire space race,0.8200120957024828,10,4,4,101,4
1329,153,Image,Animals,Sad dog playing with a ball,0.005957453427392512,0,0,0,101,0
1330,758,Video,Computer games,Ibai Llanos streaming,0.6688162638021646,20,11,8,101,8
1331,246,Image,Sports,Watching football on the TV,0.10332510369710124,1,1,1,101,8
1332,178,Video,Computer games,Ibai Llanos streaming,0.2848488053650584,0,0,0,101,6
1333,603,Image,TV show,Kid watching Better Call Saul,0.41317184987552225,7,1,1,101,5
1334,936,Image,Food,Chinese Peking duck,0.4023919977717584,0,0,0,101,6
1335,878,Text,Sports,Kid watching champions league on mobile phone,0.9089980882570026,12,3,2,101,8
1336,117,Image,Music Artist,AC/DC playing the guitar,0.5318394326730633,12,7,3,101,5
1337,302,Image,TV show,Breaking bad scene,0.029537937621931243,1,1,0,101,9
1338,630,Video,Computer games,Happy family playing Wii,0.289189197434505,1,0,0,101,5
1339,99,Image,Animals,Sad dog playing with a ball,0.31872400672138046,5,3,2,101,9
1340,579,Image,Sports,Tokio Olympic games,0.47441703719360817,2,2,2,102,4
1341,779,Image,Music Artist,Led Zeppelin singing,0.06472839286738086,0,0,0,102,6
1342,453,Text,Computer games,Red Nintendo DS,0.67395306353808,13,3,3,102,9
1343,471,Video,Food,Egyptian Cuisine program,0.3853451640679355,0,0,0,102,5
1344,611,Image,Music Artist,Piano classes academy,0.5419776241550729,7,5,3,102,4
1345,270,Image,Sports,Lakers vs Miami match,0.7001254283505699,15,5,1,102,2
1346,634,Image,News and present,The rise of NFTs,0.4066825141563932,6,3,2,102,4
1347,311,Video,Music Artist,Eminem singing on NFL,0.8269795564005672,8,4,4,102,8
1348,993,Image,Music Artist,Elvis Presley show,0.9546535595113629,1,1,1,103,3
1349,310,Image,Music Artist,Elvis Presley show,0.6259607835927777,8,2,2,104,6
1350,470,Image,TV show,Arcane breaking rankings,0.8314184117575489,4,0,0,104,3
1351,239,Image,Computer games,Play store menu,0.22917613612607335,3,1,1,105,1
1352,478,Image,TV show,Arcane breaking rankings,0.47106261731044674,6,2,1,105,1
1353,200,Image,Animals,Rabbit sleeping,0.28059636853928105,3,1,1,105,2
1354,103,Image,TV show,Black Batman costume,0.7226474111491272,16,5,4,105,9
1355,364,Video,Computer games,Auronplay playing Minecraft,0.451513129987118,3,1,1,105,1
1356,628,Text,Sports,Palau Blaugrana show,0.33654578571396365,3,1,1,105,7
1357,534,Image,Animals,Cat sleeping in bed,0.0626585200981763,0,0,0,105,2
1358,510,Image,Music Artist,Pink Floyd doing a talk,0.6213162083006261,12,4,3,105,0
1359,762,Image,Travels,Kid dancing on the Great Wall of China,0.0916676664434376,0,0,0,105,7
1360,87,Text,Animals,Cat sleeping in bed,0.3117742500110082,2,0,0,105,1
1361,710,Text,Animals,Family in the safari,0.5390434920945294,2,1,1,105,9
1362,203,Image,News and present,The GameStop short squeeze,0.018181391970612637,0,0,0,105,7
1363,487,Image,Animals,Cat eating,0.03121800296797883,0,0,0,105,6
1364,936,Image,Sports,Visitors watching the Camp Nou,0.20566555831575006,0,0,0,105,1
1365,444,Text,Sports,Tokio Olympic games,0.22689064629758438,3,2,0,105,3
1366,10,Image,TV show,Kid watching Better Call Saul,0.42248644937933877,4,2,2,105,8
1367,187,Image,Animals,Human touching his cat,0.1948603858860115,3,2,1,105,2
1368,840,Video,Sports,Palau Blaugrana show,0.43389747037043036,0,0,0,105,7
1369,572,Text,Sports,Visitors watching the Camp Nou,0.38901965096705104,2,1,0,106,5
1370,137,Video,Sports,Visitors watching the Camp Nou,0.21780778130919387,1,1,1,106,7
1371,532,Text,Sports,Playing paddle,0.30621133040398985,1,0,0,106,8
1372,365,Image,Animals,Dog sleeping in bed,0.8465700450222625,9,6,6,106,8
1373,140,Text,Music Artist,Michael Jackson dancing,0.4864873560098051,3,1,1,106,3
1374,787,Image,Sports,Kid playing tennis,0.20747749896055523,1,0,0,106,2
1375,594,Video,TV show,Tv comedy,0.8643968485791188,13,6,4,106,7
1376,359,Video,Music Artist,Driving a car with music,0.11422889565092065,2,1,0,106,8
1377,334,Image,Sports,Playing paddle,0.5300612447502132,8,4,3,106,3
1378,681,Video,Sports,Watching football on the TV,0.6899307230718992,6,1,1,106,1
1379,280,Image,Sports,Tokio Olympic games,0.039369765446222615,0,0,0,106,8
1380,9,Text,Music Artist,Family singing,0.9863740187933387,47,21,18,106,1
1381,497,Video,Animals,Cat eating,0.19191462389156144,0,0,0,106,3
1382,380,Image,News and present,The US Capitol riots,0.6358580853034052,12,7,4,106,8
1383,919,Video,Animals,Cat eating,0.42164393000204725,3,0,0,106,7
1384,897,Image,TV show,Watching the TV having dinner,0.6155095572121814,8,2,0,106,5
1385,545,Image,Animals,Human playing with his dog,0.3521426024207037,3,1,1,106,6
1386,991,Image,TV show,Kid watching Better Call Saul,0.44605912036674034,2,0,0,106,6
1387,94,Text,Sports,Visitors watching the Camp Nou,0.9482468948993354,33,13,6,106,8
1388,597,Image,Sports,Kid playing tennis,0.21916705667684633,0,0,0,107,7
1389,489,Image,Music Artist,Listening queen on the bed,0.7608267517690549,7,3,3,107,5
1390,407,Image,Animals,Rabbit sleeping,0.3393080594397784,7,4,4,107,4
1391,836,Image,Animals,Human touching his cat,0.1414201116456083,0,0,0,107,8
1392,319,Video,Music Artist,1M of assistants in a concert,0.007930905919688924,0,0,0,107,4
1393,324,Text,Music Artist,AC/DC playing the guitar,0.9976050376776406,33,13,9,107,3
1394,397,Image,Sports,Kid playing tennis,0.37171738696752277,3,1,1,107,7
1395,788,Video,Computer games,League of legends game,0.05672356422508518,1,0,0,107,9
1396,400,Image,Sports,Palau Blaugrana show,0.30308465983515254,2,1,0,107,6
1397,847,Image,Computer games,Red Nintendo DS,0.09794375298124358,0,0,0,107,5
1398,110,Video,Food,Workers picking coffee,0.3620660160622058,6,2,0,107,3
1399,645,Image,Sports,Mbappe coming to Madrid,0.4934218386157869,1,0,0,107,7
1400,611,Video,Animals,Rabbit sleeping,0.03026681202240933,0,0,0,107,4
1401,403,Video,Computer games,Buying on Steam,0.7114491874369504,6,1,1,107,6
1402,217,Text,Music Artist,Listening queen on the bed,0.006858148249980878,0,0,0,107,0
1403,137,Image,Music Artist,Led Zeppelin singing,0.5210581900190299,13,5,4,107,3
1404,638,Image,Music Artist,Viñarock tickets,0.5530942998124508,12,4,2,107,9
1405,316,Image,Sports,Mbappe coming to Madrid,0.29203521858090786,1,0,0,107,0
1406,461,Video,Computer games,Red Nintendo DS,0.2845341546608815,1,1,1,107,6
1407,527,Image,Music Artist,Family singing,0.9534676421968705,14,3,3,107,3
1408,886,Video,Sports,Cat playing football,0.5868492603138834,4,0,0,108,3
1409,241,Text,Music Artist,Driving a car with music,0.5322682505420074,3,2,1,108,2
1410,680,Text,Animals,Sad dog playing with a ball,0.09931380438132287,0,0,0,108,6
1411,348,Text,Animals,Dog with glasses and smiling,0.09137327533793171,0,0,0,108,7
1412,856,Video,Sports,Kid playing tennis,0.8692465264881621,11,4,3,108,7
1413,382,Image,TV show,Watching the TV having dinner,0.4825994515104223,2,1,1,108,8
1414,7,Image,Sports,Visitors watching the Camp Nou,0.6076524380771264,11,4,3,108,4
1415,587,Text,Animals,Dog eating,0.7060909584285433,9,2,2,108,5
1416,898,Video,Sports,Family running on the beach,0.49162632545021945,2,0,0,108,6
1417,245,Image,Sports,Kid watching champions league on mobile phone,0.1356748130240084,0,0,0,108,6
1418,491,Video,Music Artist,AC/DC playing the guitar,0.7857477335531923,2,0,0,108,2
1419,518,Image,Animals,Dog sleeping in bed,0.1602304522788961,1,0,0,108,9
1420,933,Image,News and present,Mental health,0.6517482569958322,1,0,0,108,2
1421,168,Video,News and present,The billionaire space race,0.17297130573676278,0,0,0,108,7
1422,287,Image,Computer games,Friends playing games on the sofa,0.8647708408063142,26,7,7,108,8
1423,721,Image,TV show,Family going to the cinema,0.5922619459075431,8,2,1,108,1
1424,938,Image,TV show,Almodovar on the Oscars gala,0.11328782652011471,0,0,0,108,5
1425,519,Video,Music Artist,AC/DC playing the guitar,0.40382037377347535,6,2,2,108,2
1426,657,Video,Music Artist,Eminem singing on NFL,0.4501353755310541,6,3,2,109,10
1427,731,Image,TV show,Kid watching Better Call Saul,0.19864620019119072,0,0,0,109,1
1428,862,Text,TV show,The Great British Baking Show,0.4993461125985831,4,3,1,109,5
1429,767,Text,TV show,Breaking bad scene,0.9123031711566834,18,4,4,109,3
1430,916,Image,Sports,Playing paddle,0.4941411302893285,1,0,0,109,4
1431,847,Video,Sports,Lakers vs Miami match,0.18929048391645875,0,0,0,110,4
1432,200,Image,Computer games,League of legends game,0.3340212000809528,5,0,0,110,7
1433,418,Image,Animals,Cat with glasses and smiling,0.5252253936526986,12,4,2,110,8
1434,480,Image,News and present,COVID-19 vaccines available to all,0.8654059545056375,10,5,4,110,7
1435,458,Video,Sports,Palau Blaugrana show,0.15576182911979586,0,0,0,110,4
1436,237,Video,Food,Oven cleaning,0.10576464061216961,0,0,0,110,6
1437,636,Image,Music Artist,Michael Jackson dancing,0.597778313675007,6,2,1,111,5
1438,472,Image,Computer games,Flappy bird creator,0.18823663159422144,0,0,0,111,6
1439,814,Video,News and present,The rise of NFTs,0.2561102013327853,0,0,0,111,6
1440,551,Image,News and present,Ukraine crisis,0.3518716063327728,4,3,1,111,5
1441,942,Video,News and present,Fight for women,0.0619434777361515,0,0,0,111,3
1442,461,Image,Music Artist,Elvis Presley show,0.01900748888419257,0,0,0,111,5
1443,223,Image,Computer games,Computer games shop,0.9271780582839425,19,6,5,111,0
1444,867,Image,News and present,The GameStop short squeeze,0.6559920915510586,4,1,1,111,6
1445,624,Video,TV show,Watching the TV having dinner,0.1839032103649687,0,0,0,111,2
1446,954,Image,Sports,Playing paddle,0.24454721387750944,1,0,0,111,9
1447,706,Text,Animals,Humans visiting the zoo,0.2866461255655478,1,0,0,111,7
1448,938,Text,Music Artist,Rap battle on the street,0.38859046730900515,2,1,0,111,8
1449,420,Video,Sports,Family running on the beach,0.24501067067995508,0,0,0,111,4
1450,204,Image,Computer games,Ibai Llanos streaming,0.8797465303556107,19,4,3,111,8
1451,68,Image,Sports,Lakers vs Miami match,0.9110134087120348,27,12,11,111,9
1452,19,Video,Animals,Happy cat playing with a ball,0.6395085584979778,21,4,4,112,7
1453,763,Video,Sports,Tokio Olympic games,0.24835656843254528,0,0,0,112,6
1454,200,Image,TV show,Breaking bad scene,0.554998710138656,12,6,4,112,6
1455,50,Text,Animals,Dog raising her dogs,0.07226069005330205,0,0,0,112,1
1456,387,Image,Music Artist,Viñarock tickets,0.41669871821679594,6,2,1,112,2
1457,728,Image,TV show,Tv comedy,0.357838045185624,2,1,1,112,3
1458,955,Text,Animals,Giraffe smiling,0.6133389473738476,7,1,1,113,7
1459,930,Image,TV show,Arcane breaking rankings,0.27885251385911647,1,1,1,113,3
1460,936,Image,Drink Brand,Heineken advertisement,0.5456994072577097,0,0,0,113,6
1461,571,Image,News and present,The rise of NFTs,0.6319946870775025,11,7,5,113,6
1462,502,Image,Drink Brand,Kid drinking Coca-Cola,0.4874110273649941,6,1,0,113,2
1463,277,Text,Music Artist,Led Zeppelin singing,0.05317646042741164,1,1,0,113,6
1464,654,Video,TV show,Kid watching Better Call Saul,0.07999460813931214,1,0,0,113,2
1465,27,Image,TV show,Black Batman costume,0.3597201157551202,1,1,1,113,10
1466,714,Video,Computer games,Computer games shop,0.5226524486832926,6,1,1,113,1
1467,638,Image,Animals,Dog with glasses and smiling,0.444379468812482,4,2,2,114,7
1468,701,Video,Sports,Lakers vs Miami match,0.5219487813894199,8,5,5,114,0
1469,495,Text,Sports,Family running on the beach,0.2038120454390565,1,0,0,114,3
1470,721,Video,News and present,Tornadoes ravage central U.S.,0.05944716592289323,0,0,0,114,0
1471,571,Video,Sports,Playing paddle,0.8833978239745153,7,2,2,114,1
1472,374,Image,Animals,Dog sleeping in bed,0.4932250066690801,1,0,0,115,2
1473,617,Video,Food,Oven cleaning,0.4196687492213548,6,2,2,115,6
1474,287,Text,TV show,Almodovar on the Oscars gala,0.7297925130588493,16,7,6,115,9
1475,669,Image,Sports,Mbappe coming to Madrid,0.7789462930730129,5,0,0,115,4
1476,780,Image,Sports,Playing paddle,0.9540120332763,13,3,3,115,4
1477,998,Video,Sports,Mbappe coming to Madrid,0.6222120262626233,3,0,0,115,4
1478,813,Video,TV show,Watching the TV having dinner,0.5517982305722661,13,5,2,115,5
1479,295,Text,Music Artist,Boy and girl dancing,0.10166048174773401,1,0,0,115,8
1480,14,Image,Music Artist,Eminem singing on NFL,0.7526214863431909,17,7,6,115,6
1481,603,Text,News and present,The first malaria vaccine,0.43206171269091376,3,1,0,115,9
1482,679,Video,Travels,Red umbrella on the Moai on Easter Island,0.26237646502877776,0,0,0,115,7
1483,766,Video,TV show,Black Batman costume,0.6953242146571574,4,2,2,115,7
1484,374,Image,Music Artist,Piano classes academy,0.8497154634685573,5,2,2,115,3
1485,860,Image,Sports,Playing paddle,0.020195724962018935,0,0,0,115,6
1486,442,Text,TV show,Tv comedy,0.3735302803472721,2,0,0,115,5
1487,633,Text,Food,Oven cleaning,0.7108028316468613,10,4,4,115,5
1488,421,Text,Sports,Kid watching champions league on mobile phone,0.6385230735708732,4,3,3,116,7
1489,902,Text,Sports,Lakers vs Miami match,0.7009564566902464,8,4,2,116,2
1490,265,Text,TV show,Arcane breaking rankings,0.051646322819545176,0,0,0,116,10
1491,526,Text,Music Artist,Listening queen on the bed,0.4144478881399044,6,3,1,116,2
1492,489,Video,Food,Turkish doner kebab,0.674316838962608,3,1,0,116,5
1493,326,Image,TV show,Tv comedy,0.36303421783130363,5,2,2,116,2
1494,858,Video,TV show,The Great British Baking Show,0.5344534404169005,4,2,2,116,2
1495,62,Image,Animals,Cat eating,0.2852343625984459,0,0,0,116,3
1496,400,Image,TV show,Family going to the cinema,0.532478516244912,4,0,0,116,7
1497,902,Video,Computer games,Tutorial of Valorant,0.9668317515155347,11,2,1,116,9
1498,459,Image,Sports,Visitors watching the Camp Nou,0.026156130410650014,0,0,0,116,1
1499,326,Text,Music Artist,Listening queen on the bed,0.8549715339344154,14,7,4,116,1
